"","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP"
"12699","201301200DET","DET","Charlie Villanueva","villach01","8:05",2,4,0.5,2,3,0.667,0,0,NA,0,5,5,0,0,0,1,2,6,-4,NA,1
"12700","201301200DET","DET","Austin Daye","dayeau01","4:05",0,0,NA,0,0,NA,0,0,NA,0,1,1,1,0,0,1,3,0,-3,NA,1
"12701","201301200ORL","DAL","Darren Collison","collida01","35:07:00",4,6,0.667,2,3,0.667,1,1,1,0,1,1,9,0,0,1,1,11,3,NA,1
"12702","201301200ORL","DAL","O.J. Mayo","mayooj01","34:35:00",6,10,0.6,1,2,0.5,2,2,1,0,3,3,4,0,0,2,2,15,4,NA,1
"12703","201301200ORL","DAL","Shawn Marion","mariosh01","33:01:00",10,16,0.625,0,0,NA,0,0,NA,3,7,10,4,3,0,1,0,20,-1,NA,1
"12704","201301200ORL","DAL","Dirk Nowitzki","nowitdi01","31:44:00",4,11,0.364,1,2,0.5,3,4,0.75,1,6,7,4,0,3,1,2,12,-7,NA,1
"12705","201301200ORL","DAL","Chris Kaman","kamanch01","22:41",5,11,0.455,0,0,NA,3,4,0.75,1,7,8,0,1,1,1,2,13,-2,NA,1
"12706","201301200ORL","DAL","Vince Carter","cartevi01","29:16:00",4,11,0.364,3,5,0.6,4,4,1,0,2,2,6,1,3,0,2,15,22,NA,1
"12707","201301200ORL","DAL","Elton Brand","brandel01","23:06",7,13,0.538,0,0,NA,0,0,NA,2,4,6,0,2,0,2,2,14,7,NA,1
"12708","201301200ORL","DAL","Jae Crowder","crowdja01","17:38",3,6,0.5,1,3,0.333,0,0,NA,2,2,4,1,2,0,0,1,7,1,NA,1
"12709","201301200ORL","DAL","Mike James","jamesmi01","12:53",2,6,0.333,0,0,NA,0,0,NA,1,1,2,1,0,0,0,1,4,3,NA,1
"12710","201301200ORL","ORL","Nikola Vucevic","vucevni01","40:39:00",6,11,0.545,0,0,NA,2,2,1,2,9,11,3,1,1,3,3,14,2,NA,1
"12711","201301200ORL","ORL","Arron Afflalo","afflaar01","38:47:00",5,13,0.385,1,2,0.5,5,6,0.833,0,6,6,3,0,0,1,2,16,3,NA,1
"12712","201301200ORL","ORL","Jameer Nelson","nelsoja01","37:52:00",7,17,0.412,4,9,0.444,2,2,1,2,4,6,5,0,0,3,4,20,6,NA,1
"12713","201301200ORL","ORL","Glen Davis","davisgl01","34:54:00",10,16,0.625,0,0,NA,4,6,0.667,0,6,6,6,2,1,2,1,24,11,NA,1
"12714","201301200ORL","ORL","DeQuan Jones","jonesde01","13:07",1,1,1,1,1,1,0,0,NA,1,2,3,1,0,0,1,0,3,-3,NA,1
"12715","201301200ORL","ORL","J.J. Redick","redicjj01","31:36:00",7,13,0.538,2,6,0.333,2,2,1,0,4,4,4,0,0,1,1,18,-20,NA,1
"12716","201301200ORL","ORL","Josh McRoberts","mcrobjo01","16:21",0,0,NA,0,0,NA,1,2,0.5,0,1,1,3,1,1,1,0,1,-12,NA,1
"12717","201301200ORL","ORL","Maurice Harkless","harklma01","14:31",3,4,0.75,0,1,0,0,0,NA,0,4,4,0,1,0,1,1,6,-1,NA,1
"12718","201301200ORL","ORL","E'Twaun Moore","mooreet01","12:13",1,4,0.25,1,2,0.5,0,0,NA,0,1,1,1,0,0,0,2,3,-16,NA,1
"12719","201301200TOR","LAL","Kobe Bryant","bryanko01","42:53:00",10,32,0.313,3,12,0.25,3,3,1,0,4,4,5,2,1,6,1,26,0,NA,1
"12720","201301200TOR","LAL","Steve Nash","nashst01","37:01:00",5,11,0.455,2,3,0.667,4,4,1,0,1,1,9,1,0,3,4,16,-4,NA,1
"12721","201301200TOR","LAL","Pau Gasol","gasolpa01","32:32:00",10,15,0.667,0,0,NA,5,6,0.833,3,2,5,2,0,1,1,1,25,-2,NA,1
"12722","201301200TOR","LAL","Metta World Peace","artesro01","25:45:00",3,9,0.333,2,6,0.333,1,1,1,1,2,3,0,3,0,0,0,9,-11,NA,1
"12723","201301200TOR","LAL","Dwight Howard","howardw01","17:12",1,3,0.333,0,0,NA,3,4,0.75,0,2,2,1,0,1,1,1,5,-7,NA,1
"12724","201301200TOR","LAL","Earl Clark","clarkea01","34:33:00",6,10,0.6,1,1,1,1,2,0.5,6,8,14,2,1,1,0,3,14,14,NA,1
"12725","201301200TOR","LAL","Antawn Jamison","jamisan01","30:15:00",2,6,0.333,1,4,0.25,0,0,NA,1,4,5,0,0,0,1,2,5,-2,NA,1
"12726","201301200TOR","LAL","Chris Duhon","duhonch01","10:59",0,1,0,0,1,0,1,1,1,0,2,2,1,0,0,0,1,1,-1,NA,1
"12727","201301200TOR","LAL","Darius Morris","morrida01","5:08",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,1,1,2,-6,NA,1
"12728","201301200TOR","LAL","Robert Sacre","sacrero01","3:42",0,0,NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,1,0,-6,NA,1
"12729","201301200TOR","TOR","Landry Fields","fieldla01","37:45:00",8,11,0.727,0,1,0,2,4,0.5,3,7,10,0,4,0,1,1,18,8,NA,1
"12730","201301200TOR","TOR","Ed Davis","davised01","31:13:00",9,13,0.692,0,0,NA,0,2,0,2,6,8,0,0,0,1,1,18,7,NA,1
"12731","201301200TOR","TOR","DeMar DeRozan","derozde01","30:23:00",4,9,0.444,0,1,0,0,0,NA,0,3,3,3,0,0,5,3,8,10,NA,1
"12732","201301200TOR","TOR","Jose Calderon","caldejo01","30:05:00",9,15,0.6,1,4,0.25,3,3,1,0,2,2,9,0,0,3,4,22,7,NA,1
"12733","201301200TOR","TOR","Aaron Gray","grayaa01","15:45",2,5,0.4,0,0,NA,1,1,1,1,1,2,1,0,1,1,4,5,12,NA,1
"12734","201301200TOR","TOR","Alan Anderson","anderal01","28:29:00",5,13,0.385,3,7,0.429,1,2,0.5,0,2,2,8,3,0,3,0,14,-15,NA,1
"12735","201301200TOR","TOR","Amir Johnson","johnsam01","21:39",4,6,0.667,0,0,NA,1,2,0.5,3,5,8,3,0,1,1,5,9,2,NA,1
"12736","201301200TOR","TOR","Terrence Ross","rosste01","18:26",2,7,0.286,0,4,0,0,0,NA,0,1,1,1,0,0,0,1,4,-5,NA,1
"12737","201301200TOR","TOR","Kyle Lowry","lowryky01","17:55",2,3,0.667,2,3,0.667,2,3,0.667,1,3,4,2,3,0,0,2,8,-2,NA,1
"12738","201301200TOR","TOR","Quincy Acy","acyqu01","8:20",1,2,0.5,0,0,NA,0,0,NA,0,0,0,0,1,0,0,1,2,1,NA,1
"12739","201301210ATL","MIN","Derrick Williams","willide02","37:20:00",7,14,0.5,1,4,0.25,2,2,1,2,2,4,0,1,1,1,3,17,-16,NA,1
"12740","201301210ATL","MIN","Andrei Kirilenko","kirilan01","35:28:00",3,8,0.375,1,3,0.333,6,6,1,2,4,6,5,2,0,6,1,13,-6,NA,1
"12741","201301210ATL","MIN","Luke Ridnour","ridnolu01","34:18:00",5,13,0.385,0,1,0,2,4,0.5,2,1,3,2,3,0,3,4,12,-6,NA,1
"12742","201301210ATL","MIN","Greg Stiemsma","stiemgr01","28:19:00",3,7,0.429,0,0,NA,5,8,0.625,1,4,5,1,0,2,0,2,11,5,NA,1
"12743","201301210ATL","MIN","Ricky Rubio","rubiori01","25:07:00",1,4,0.25,0,0,NA,3,4,0.75,0,2,2,6,2,0,2,1,5,-14,NA,1
"12744","201301210ATL","MIN","Dante Cunningham","cunnida01","25:36:00",6,10,0.6,0,0,NA,1,2,0.5,1,3,4,2,2,2,1,1,13,-8,NA,1
"12745","201301210ATL","MIN","Jose Barea","bareajo01","22:53",6,11,0.545,2,5,0.4,0,0,NA,2,1,3,7,2,0,3,1,14,6,NA,1
"12746","201301210ATL","MIN","Mickael Gelabale","gelabmi01","16:15",3,3,1,1,1,1,0,0,NA,0,2,2,0,0,0,0,0,7,-3,NA,1
"12747","201301210ATL","MIN","Chris Johnson","johnsch03","9:41",2,2,1,0,0,NA,0,0,NA,0,1,1,0,0,1,0,5,4,0,NA,1
"12748","201301210ATL","MIN","Louis Amundson","amundlo01","5:03",0,2,0,0,0,NA,0,0,NA,0,0,0,1,0,0,1,3,0,2,NA,1
"12749","201301210ATL","ATL","Al Horford","horfoal01","37:38:00",12,20,0.6,0,0,NA,4,7,0.571,1,9,10,2,2,3,4,4,28,3,NA,1
"12750","201301210ATL","ATL","Jeff Teague","teaguje01","34:30:00",2,7,0.286,1,3,0.333,4,4,1,0,0,0,10,1,0,5,2,9,13,NA,1
"12751","201301210ATL","ATL","Josh Smith","smithjo03","33:31:00",5,8,0.625,0,0,NA,0,2,0,0,4,4,6,2,2,5,3,10,18,NA,1
"12752","201301210ATL","ATL","Zaza Pachulia","pachuza01","15:41",1,1,1,0,0,NA,0,0,NA,0,0,0,3,0,0,2,1,2,-4,NA,1
"12753","201301210ATL","ATL","John Jenkins","jenkijo01","13:30",0,3,0,0,0,NA,0,0,NA,1,1,2,1,0,0,0,1,0,-7,NA,1
"12754","201301210ATL","ATL","Kyle Korver","korveky01","35:11:00",5,8,0.625,3,6,0.5,1,2,0.5,1,2,3,2,2,0,1,3,14,16,NA,1
"12755","201301210ATL","ATL","Jannero Pargo","pargoja01","25:02:00",6,11,0.545,4,5,0.8,0,0,NA,0,1,1,4,1,0,0,0,16,9,NA,1
"12756","201301210ATL","ATL","Mike Scott","scottmi01","21:49",5,8,0.625,0,0,NA,1,4,0.25,3,4,7,1,2,0,2,2,11,0,NA,1
"12757","201301210ATL","ATL","Anthony Tolliver","tollian01","15:26",2,2,1,2,2,1,0,0,NA,0,2,2,2,0,0,2,2,6,-7,NA,1
"12758","201301210ATL","ATL","Ivan Johnson","johnsiv01","7:42",3,3,1,0,0,NA,2,2,1,1,2,3,1,1,0,1,5,8,-1,NA,1
"12759","201301210CHA","HOU","James Harden","hardeja01","41:27:00",5,20,0.25,0,5,0,19,21,0.905,2,5,7,7,2,0,4,2,29,-1,NA,1
"12760","201301210CHA","HOU","Chandler Parsons","parsoch01","36:19:00",5,8,0.625,2,3,0.667,2,2,1,1,6,7,5,1,1,0,2,14,-2,NA,1
"12761","201301210CHA","HOU","Omer Asik","asikom01","30:25:00",2,4,0.5,0,0,NA,2,5,0.4,1,7,8,0,1,0,3,5,6,-3,NA,1
"12762","201301210CHA","HOU","Jeremy Lin","linje01","24:11:00",1,5,0.2,0,0,NA,2,2,1,0,2,2,3,1,0,2,2,4,-11,NA,1
"12763","201301210CHA","HOU","Patrick Patterson","pattepa01","8:27",0,3,0,0,1,0,0,0,NA,1,3,4,0,0,0,1,1,0,3,NA,1
"12764","201301210CHA","HOU","Marcus Morris","morrima03","32:59:00",7,12,0.583,3,7,0.429,4,6,0.667,1,7,8,2,1,2,0,2,21,9,NA,1
"12765","201301210CHA","HOU","Carlos Delfino","delfica01","24:48:00",6,14,0.429,3,8,0.375,1,2,0.5,1,2,3,1,0,0,1,2,16,9,NA,1
"12766","201301210CHA","HOU","Patrick Beverley","beverpa01","23:49",3,6,0.5,2,5,0.4,2,3,0.667,2,1,3,2,0,0,2,3,10,17,NA,1
"12767","201301210CHA","HOU","Cole Aldrich","aldrico01","17:36",0,2,0,0,0,NA,0,0,NA,2,3,5,0,1,0,0,4,0,9,NA,1
"12768","201301210CHA","CHA","Kemba Walker","walkeke02","39:10:00",12,21,0.571,6,7,0.857,5,6,0.833,2,1,3,5,1,0,4,3,35,4,NA,1
"12769","201301210CHA","CHA","Bismack Biyombo","biyombi01","35:41:00",1,5,0.2,0,0,NA,0,0,NA,4,5,9,0,1,7,1,4,2,3,NA,1
"12770","201301210CHA","CHA","Gerald Henderson","hendege02","26:18:00",3,11,0.273,0,2,0,2,2,1,0,4,4,1,1,0,2,5,8,0,NA,1
"12771","201301210CHA","CHA","Michael Kidd-Gilchrist","kiddgmi01","24:16:00",4,7,0.571,0,0,NA,1,2,0.5,0,4,4,1,0,1,0,5,9,-3,NA,1
"12772","201301210CHA","CHA","Hakim Warrick","warriha01","24:15:00",4,9,0.444,0,1,0,2,2,1,1,2,3,2,0,0,2,2,10,0,NA,1
"12773","201301210CHA","CHA","Ramon Sessions","sessira01","29:28:00",6,15,0.4,0,3,0,7,8,0.875,0,8,8,5,0,0,1,1,19,-16,NA,1
"12774","201301210CHA","CHA","Jeff Taylor","tayloje03","16:32",3,5,0.6,0,0,NA,1,2,0.5,0,1,1,2,2,0,0,3,7,6,NA,1
"12775","201301210CHA","CHA","Jeff Adrien","adrieje01","14:23",0,3,0,0,0,NA,2,2,1,0,2,2,0,0,1,0,0,2,-6,NA,1
"12776","201301210CHA","CHA","Brendan Haywood","haywobr01","12:08",1,1,1,0,0,NA,0,0,NA,1,2,3,0,0,1,0,3,2,-9,NA,1
"12777","201301210CHA","CHA","Tyrus Thomas","thomaty01","9:22",0,0,NA,0,0,NA,0,0,NA,0,2,2,1,0,0,0,1,0,0,NA,1
"12778","201301210CHA","CHA","Ben Gordon","gordobe01","8:28",0,4,0,0,2,0,0,0,NA,0,1,1,0,0,0,0,0,0,-9,NA,1
"12779","201301210CHI","LAL","Kobe Bryant","bryanko01","41:58:00",7,22,0.318,0,6,0,2,3,0.667,0,4,4,5,0,0,3,2,16,-12,NA,1
"12780","201301210CHI","LAL","Metta World Peace","artesro01","38:39:00",4,11,0.364,1,4,0.25,3,4,0.75,3,5,8,1,4,3,1,3,12,-8,NA,1
"12781","201301210CHI","LAL","Steve Nash","nashst01","35:48:00",7,12,0.583,2,3,0.667,2,2,1,0,4,4,6,0,0,2,1,18,-7,NA,1
"12782","201301210CHI","LAL","Earl Clark","clarkea01","34:39:00",6,13,0.462,0,1,0,0,0,NA,4,4,8,0,0,2,0,1,12,-12,NA,1
"12783","201301210CHI","LAL","Dwight Howard","howardw01","29:46:00",2,5,0.4,0,0,NA,4,8,0.5,3,6,9,0,0,2,4,5,8,-4,NA,1
"12784","201301210CHI","LAL","Pau Gasol","gasolpa01","25:32:00",6,14,0.429,0,1,0,3,4,0.75,3,9,12,2,0,2,2,3,15,-11,NA,1
"12785","201301210CHI","LAL","Antawn Jamison","jamisan01","15:24",0,1,0,0,1,0,2,2,1,1,2,3,0,0,0,1,0,2,-1,NA,1
"12786","201301210CHI","LAL","Chris Duhon","duhonch01","12:12",0,2,0,0,1,0,0,0,NA,0,0,0,1,1,0,2,1,0,-5,NA,1
"12787","201301210CHI","LAL","Jodie Meeks","meeksjo01","3:06",0,0,NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,1,NA,1
"12788","201301210CHI","LAL","Darius Morris","morrida01","2:56",0,1,0,0,0,NA,0,0,NA,0,1,1,0,0,0,0,0,0,-1,NA,1
"12789","201301210CHI","CHI","Jimmy Butler","butleji01","43:29:00",4,10,0.4,0,1,0,2,2,1,3,5,8,4,1,0,0,2,10,17,NA,1
"12790","201301210CHI","CHI","Joakim Noah","noahjo01","35:10:00",2,8,0.25,0,0,NA,2,4,0.5,5,8,13,3,2,6,0,5,6,6,NA,1
"12791","201301210CHI","CHI","Carlos Boozer","boozeca01","34:45:00",7,17,0.412,0,0,NA,0,0,NA,4,2,6,2,0,2,2,0,14,11,NA,1
"12792","201301210CHI","CHI","Kirk Hinrich","hinriki01","33:28:00",9,11,0.818,3,4,0.75,1,2,0.5,0,7,7,8,1,0,1,3,22,10,NA,1
"12793","201301210CHI","CHI","Richard Hamilton","hamilri01","25:16:00",6,18,0.333,0,3,0,1,2,0.5,0,1,1,4,2,1,1,2,13,4,NA,1
"12794","201301210CHI","CHI","Marco Belinelli","belinma01","22:44",5,8,0.625,3,3,1,2,2,1,0,0,0,1,0,0,1,1,15,8,NA,1
"12795","201301210CHI","CHI","Nate Robinson","robinna01","14:32",4,7,0.571,3,4,0.75,0,0,NA,0,0,0,2,3,0,3,2,11,2,NA,1
"12796","201301210CHI","CHI","Taj Gibson","gibsota01","13:15",2,8,0.25,0,0,NA,0,0,NA,1,0,1,1,0,1,0,1,4,1,NA,1
"12797","201301210CHI","CHI","Nazr Mohammed","mohamna01","12:50",0,3,0,0,0,NA,0,0,NA,0,3,3,0,0,1,0,4,0,6,NA,1
"12798","201301210CHI","CHI","Daequan Cook","cookda02","4:31",0,3,0,0,2,0,0,0,NA,1,0,1,0,0,0,0,0,0,-5,NA,1
"12799","201301210GSW","LAC","Blake Griffin","griffbl01","40:31:00",11,18,0.611,0,2,0,4,6,0.667,4,9,13,8,3,2,5,0,26,13,NA,1
"12800","201301210GSW","LAC","Chris Paul","paulch01","33:28:00",1,7,0.143,0,3,0,2,3,0.667,0,2,2,9,2,0,2,4,4,5,NA,1
"12801","201301210GSW","LAC","Caron Butler","butleca01","25:37:00",7,12,0.583,3,7,0.429,2,2,1,1,4,5,3,2,1,0,0,19,15,NA,1
"12802","201301210GSW","LAC","DeAndre Jordan","jordade01","21:06",0,0,NA,0,0,NA,1,2,0.5,0,3,3,0,0,1,1,2,1,4,NA,1
"12803","201301210GSW","LAC","Willie Green","greenwi01","13:46",2,5,0.4,0,2,0,1,1,1,0,1,1,1,1,0,1,1,5,-2,NA,1
"12804","201301210GSW","LAC","Jamal Crawford","crawfja01","33:15:00",9,18,0.5,6,11,0.545,0,0,NA,0,0,0,1,0,0,1,0,24,-3,NA,1
"12805","201301210GSW","LAC","Matt Barnes","barnema02","22:28",3,8,0.375,1,4,0.25,2,4,0.5,2,1,3,2,1,1,0,2,9,-23,NA,1
"12806","201301210GSW","LAC","Lamar Odom","odomla01","22:12",2,9,0.222,0,0,NA,0,2,0,2,6,8,4,0,0,1,3,4,-11,NA,1
"12807","201301210GSW","LAC","Eric Bledsoe","bledser01","20:27",3,5,0.6,1,1,1,0,0,NA,0,1,1,4,1,0,3,3,7,-15,NA,1
"12808","201301210GSW","LAC","Ronny Turiaf","turiaro01","7:09",0,1,0,0,0,NA,0,2,0,1,2,3,0,0,0,0,1,0,-18,NA,1
"12809","201301210GSW","GSW","David Lee","leeda02","38:52:00",5,16,0.313,0,0,NA,2,2,1,2,9,11,6,0,0,5,5,12,14,NA,1
"12810","201301210GSW","GSW","Klay Thompson","thompkl01","38:43:00",6,13,0.462,3,8,0.375,3,3,1,0,2,2,1,1,0,2,0,18,8,NA,1
"12811","201301210GSW","GSW","Stephen Curry","curryst01","36:38:00",9,14,0.643,6,8,0.75,4,4,1,0,3,3,6,0,0,2,4,28,7,NA,1
"12812","201301210GSW","GSW","Harrison Barnes","barneha02","15:59",4,4,1,1,1,1,0,0,NA,0,2,2,1,0,0,1,1,9,-1,NA,1
"12813","201301210GSW","GSW","Festus Ezeli","ezelife01","13:37",0,1,0,0,0,NA,1,2,0.5,1,1,2,0,0,0,0,4,1,-6,NA,1
"12814","201301210GSW","GSW","Jarrett Jack","jackja01","33:02:00",7,15,0.467,0,2,0,4,4,1,0,6,6,10,1,0,2,1,18,8,NA,1
"12815","201301210GSW","GSW","Carl Landry","landrca01","24:33:00",3,5,0.6,0,0,NA,0,0,NA,2,3,5,0,1,0,3,0,6,3,NA,1
"12816","201301210GSW","GSW","Andris Biedrins","biedran01","14:50",0,0,NA,0,0,NA,0,0,NA,0,2,2,0,1,1,0,2,0,-3,NA,1
"12817","201301210GSW","GSW","Draymond Green","greendr01","11:44",3,4,0.75,1,2,0.5,0,0,NA,1,2,3,0,0,0,1,1,7,0,NA,1
"12818","201301210GSW","GSW","Richard Jefferson","jefferi01","11:36",2,3,0.667,1,1,1,2,3,0.667,0,3,3,1,0,1,1,3,7,4,NA,1
"12819","201301210GSW","GSW","Kent Bazemore","bazemke01","0:20",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,NA,1
"12820","201301210GSW","GSW","Jeremy Tyler","tylerje01","0:07",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,1
"12821","201301210MEM","IND","Paul George","georgpa01","42:30:00",5,13,0.385,2,4,0.5,0,0,NA,1,9,10,8,2,0,0,0,12,-4,NA,1
"12822","201301210MEM","IND","David West","westda01","35:53:00",7,16,0.438,0,1,0,0,0,NA,1,1,2,3,3,5,3,1,14,1,NA,1
"12823","201301210MEM","IND","Lance Stephenson","stephla01","35:13:00",3,7,0.429,1,4,0.25,1,2,0.5,0,3,3,1,1,1,2,1,8,2,NA,1
"12824","201301210MEM","IND","George Hill","hillge01","32:35:00",5,9,0.556,1,2,0.5,2,3,0.667,0,4,4,4,1,0,8,2,13,-2,NA,1
"12825","201301210MEM","IND","Roy Hibbert","hibbero01","32:35:00",4,7,0.571,0,0,NA,2,2,1,1,4,5,2,1,4,2,3,10,-2,NA,1
"12826","201301210MEM","IND","D.J. Augustin","augusdj01","15:25",2,3,0.667,2,3,0.667,0,1,0,0,0,0,3,0,0,0,0,6,3,NA,1
"12827","201301210MEM","IND","Ian Mahinmi","mahinia01","15:25",2,4,0.5,0,0,NA,0,2,0,1,1,2,0,0,1,0,3,4,3,NA,1
"12828","201301210MEM","IND","Tyler Hansbrough","hansbty01","12:08",4,5,0.8,0,0,NA,1,1,1,5,3,8,0,0,0,2,2,9,0,NA,1
"12829","201301210MEM","IND","Orlando Johnson","johnsor01","11:48",2,2,1,2,2,1,0,0,NA,0,0,0,0,0,0,3,2,6,8,NA,1
"12830","201301210MEM","IND","Gerald Green","greenge01","6:28",0,3,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,-4,NA,1
"12831","201301210MEM","MEM","Rudy Gay","gayru01","39:57:00",7,22,0.318,0,3,0,0,0,NA,3,5,8,3,1,0,1,2,14,5,NA,1
"12832","201301210MEM","MEM","Zach Randolph","randoza01","37:09:00",5,14,0.357,0,0,NA,3,3,1,2,5,7,1,1,0,1,0,13,-2,NA,1
"12833","201301210MEM","MEM","Mike Conley","conlemi01","33:13:00",6,12,0.5,1,4,0.25,0,0,NA,0,0,0,2,3,0,3,3,13,6,NA,1
"12834","201301210MEM","MEM","Marc Gasol","gasolma01","31:23:00",2,4,0.5,0,0,NA,2,2,1,2,3,5,2,1,1,2,3,6,8,NA,1
"12835","201301210MEM","MEM","Tony Allen","allento01","25:31:00",3,8,0.375,0,0,NA,0,0,NA,5,3,8,1,3,0,1,0,6,-5,NA,1
"12836","201301210MEM","MEM","Wayne Ellington","ellinwa01","25:35:00",7,9,0.778,3,3,1,0,0,NA,0,0,0,0,0,0,3,0,17,3,NA,1
"12837","201301210MEM","MEM","Jerryd Bayless","bayleje01","19:44",2,3,0.667,0,0,NA,0,0,NA,0,4,4,5,0,0,3,0,4,-12,NA,1
"12838","201301210MEM","MEM","Darrell Arthur","arthuda01","16:37",2,7,0.286,0,0,NA,0,0,NA,1,0,1,1,0,1,0,2,4,-9,NA,1
"12839","201301210MEM","MEM","Marreese Speights","speigma01","10:51",1,4,0.25,0,0,NA,2,2,1,1,1,2,1,1,0,1,2,4,1,NA,1
"12840","201301210NOH","SAC","DeMarcus Cousins","couside01","40:40:00",11,17,0.647,0,2,0,7,9,0.778,6,7,13,3,0,0,2,5,29,-8,NA,1
"12841","201301210NOH","SAC","Isaiah Thomas","thomais02","39:43:00",8,14,0.571,1,1,1,3,3,1,0,1,1,3,1,0,4,5,20,-8,NA,1
"12842","201301210NOH","SAC","Tyreke Evans","evansty01","37:10:00",5,12,0.417,0,2,0,6,7,0.857,0,2,2,4,2,0,1,3,16,-7,NA,1
"12843","201301210NOH","SAC","John Salmons","salmojo01","29:04:00",1,4,0.25,1,2,0.5,2,2,1,0,1,1,4,1,0,0,2,5,-7,NA,1
"12844","201301210NOH","SAC","Jason Thompson","thompja02","17:23",3,4,0.75,0,0,NA,1,2,0.5,2,4,6,1,0,0,3,2,7,-7,NA,1
"12845","201301210NOH","SAC","Travis Outlaw","outlatr01","15:42",3,6,0.5,1,2,0.5,3,4,0.75,0,2,2,1,0,0,0,1,10,12,NA,1
"12846","201301210NOH","SAC","James Johnson","johnsja01","12:27",1,5,0.2,0,0,NA,4,5,0.8,0,1,1,0,0,1,0,0,6,-8,NA,1
"12847","201301210NOH","SAC","Francisco Garcia","garcifr01","11:09",1,3,0.333,0,2,0,0,0,NA,0,1,1,0,0,0,0,0,2,-6,NA,1
"12848","201301210NOH","SAC","Marcus Thornton","thornma01","10:50",2,9,0.222,0,3,0,0,0,NA,2,2,4,1,1,0,0,1,4,-2,NA,1
"12849","201301210NOH","SAC","Thomas Robinson","robinth01","10:15",1,3,0.333,0,0,NA,0,0,NA,1,3,4,1,0,0,0,3,2,-2,NA,1
"12850","201301210NOH","SAC","Aaron Brooks","brookaa01","8:18",1,3,0.333,0,1,0,0,0,NA,1,0,1,0,0,0,0,0,2,-1,NA,1
"12851","201301210NOH","SAC","Chuck Hayes","hayesch01","7:20",1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2,-1,NA,1
"12852","201301210NOH","NOH","Greivis Vasquez","vasqugr01","37:21:00",7,12,0.583,2,4,0.5,3,4,0.75,1,6,7,11,0,0,4,3,19,24,NA,1
"12853","201301210NOH","NOH","Al-Farouq Aminu","aminual01","34:37:00",5,7,0.714,1,1,1,3,4,0.75,4,7,11,3,1,0,3,3,14,10,NA,1
"12854","201301210NOH","NOH","Eric Gordon","gordoer01","29:07:00",6,15,0.4,2,4,0.5,2,2,1,0,1,1,2,1,0,3,4,16,14,NA,1
"12855","201301210NOH","NOH","Robin Lopez","lopezro01","27:04:00",4,9,0.444,0,0,NA,1,1,1,4,1,5,1,1,0,2,2,9,-3,NA,1
"12856","201301210NOH","NOH","Anthony Davis","davisan02","15:20",5,7,0.714,0,0,NA,1,3,0.333,3,3,6,0,1,3,0,0,11,20,NA,1
"12857","201301210NOH","NOH","Ryan Anderson","anderry01","34:18:00",10,22,0.455,7,14,0.5,0,0,NA,4,2,6,2,0,0,0,4,27,3,NA,1
"12858","201301210NOH","NOH","Jason Smith","smithja02","19:18",2,7,0.286,0,0,NA,4,4,1,3,4,7,0,0,1,2,4,8,-2,NA,1
"12859","201301210NOH","NOH","Lance Thomas","thomala01","13:23",2,3,0.667,0,0,NA,0,0,NA,1,0,1,0,0,0,0,3,4,-1,NA,1
"12860","201301210NOH","NOH","Austin Rivers","riverau01","12:06",0,1,0,0,1,0,1,2,0.5,0,1,1,4,0,0,0,1,1,-12,NA,1
"12861","201301210NOH","NOH","Brian Roberts","roberbr01","10:39",1,4,0.25,0,1,0,0,0,NA,0,0,0,2,0,0,1,1,2,-15,NA,1
"12862","201301210NOH","NOH","Roger Mason","masonro01","6:47",1,2,0.5,0,0,NA,1,1,1,0,4,4,0,0,0,0,2,3,7,NA,1
"12863","201301210NYK","BRK","Joe Johnson","johnsjo02","39:03:00",8,20,0.4,5,8,0.625,4,4,1,0,3,3,5,1,0,2,5,25,3,NA,1
"12864","201301210NYK","BRK","Deron Williams","willide01","38:29:00",3,10,0.3,2,4,0.5,6,7,0.857,0,5,5,12,0,0,4,3,14,-8,NA,1
"12865","201301210NYK","BRK","Brook Lopez","lopezbr01","34:25:00",6,13,0.462,0,0,NA,2,4,0.5,5,6,11,1,0,4,4,3,14,-6,NA,1
"12866","201301210NYK","BRK","Gerald Wallace","wallage01","26:02:00",3,5,0.6,2,3,0.667,0,2,0,0,3,3,1,0,0,1,3,8,-2,NA,1
"12867","201301210NYK","BRK","Reggie Evans","evansre01","20:29",1,3,0.333,0,0,NA,1,2,0.5,2,7,9,0,0,0,0,1,3,-2,NA,1
