"","X","Game.ID","Team","Player","Player.ID","Minutes.Played","Field.Goals","Field.Goal.Attempts","Field.Goal.Percentage","X3.Point.Field.Goals","X3.Point.Field.Goal.Attempts","X3.Point.Field.Goal.Percentage","Free.Throws","Free.Throw.Attempts","Free.Throw.Percentage","Offensive.Rebounds","Defensive.Rebounds","Total.Rebounds","Assists","Steals","Blocks","Turnovers","Personal.Fouls","Points","Plus.Minus","Games","GP","Game.Date"
"3347",3347,"201211210ATL","ATL","Josh Smith","smithjo03","43:07:00",11,19,0.579,0,0,NA,3,3,1,3,9,12,1,2,4,6,6,25,3,NA,1,2012-11-21
"3348",3348,"201211210ATL","ATL","Devin Harris","harride01","34:27:00",4,8,0.5,3,6,0.5,2,2,1,1,2,3,5,2,0,1,0,13,19,NA,1,2012-11-21
"3349",3349,"201211210ATL","ATL","Zaza Pachulia","pachuza01","18:30",2,4,0.5,0,0,NA,3,3,1,3,3,6,2,2,0,1,3,7,-7,NA,1,2012-11-21
"3350",3350,"201211210ATL","ATL","Louis Williams","willilo02","16:56",4,10,0.4,1,4,0.25,0,0,NA,0,0,0,3,1,0,1,1,9,-19,NA,1,2012-11-21
"3351",3351,"201211210ATL","ATL","DeShawn Stevenson","stevede01","8:35",1,2,0.5,0,1,0,0,0,NA,1,3,4,1,0,0,0,1,2,-2,NA,1,2012-11-21
"3352",3352,"201211210ATL","ATL","Ivan Johnson","johnsiv01","5:31",0,1,0,0,0,NA,0,0,NA,0,0,0,0,1,0,2,1,0,-13,NA,1,2012-11-21
"3353",3353,"201211210ATL","ATL","Anthony Morrow","morroan01","3:56",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2,0,-8,NA,1,2012-11-21
"3354",3354,"201211210BOS","SAS","Danny Green","greenda02","38:33:00",3,8,0.375,2,4,0.5,2,2,1,0,4,4,3,1,0,2,1,10,3,NA,1,2012-11-21
"3355",3355,"201211210BOS","SAS","Tony Parker","parketo01","36:37:00",12,17,0.706,1,2,0.5,1,3,0.333,0,3,3,6,0,0,4,3,26,-1,NA,1,2012-11-21
"3356",3356,"201211210BOS","SAS","Tim Duncan","duncati01","32:34:00",7,12,0.583,0,0,NA,6,9,0.667,3,12,15,4,0,0,4,2,20,-3,NA,1,2012-11-21
"3357",3357,"201211210BOS","SAS","Gary Neal","nealga01","28:46:00",5,8,0.625,2,2,1,0,0,NA,0,1,1,1,2,0,2,2,12,-4,NA,1,2012-11-21
"3358",3358,"201211210BOS","SAS","DeJuan Blair","blairde01","19:46",5,7,0.714,0,0,NA,0,0,NA,2,3,5,1,1,0,2,2,10,-1,NA,1,2012-11-21
"3359",3359,"201211210BOS","SAS","Tiago Splitter","splitti01","25:58:00",9,11,0.818,0,0,NA,5,5,1,0,3,3,1,2,1,2,4,23,19,NA,1,2012-11-21
"3360",3360,"201211210BOS","SAS","Manu Ginobili","ginobma01","23:37",2,8,0.25,1,3,0.333,0,0,NA,0,3,3,4,2,0,0,3,5,24,NA,1,2012-11-21
"3361",3361,"201211210BOS","SAS","Boris Diaw","diawbo01","22:46",2,5,0.4,2,4,0.5,0,0,NA,1,6,7,5,0,1,1,0,6,10,NA,1,2012-11-21
"3362",3362,"201211210BOS","SAS","Nando De Colo","decolna01","11:23",0,1,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,13,NA,1,2012-11-21
"3363",3363,"201211210BOS","BOS","Rajon Rondo","rondora01","39:36:00",8,16,0.5,0,1,0,6,7,0.857,0,2,2,15,2,0,4,3,22,-5,NA,1,2012-11-21
"3364",3364,"201211210BOS","BOS","Paul Pierce","piercpa01","36:11:00",6,11,0.545,1,3,0.333,6,6,1,0,0,0,2,1,1,0,0,19,-1,NA,1,2012-11-21
"3365",3365,"201211210BOS","BOS","Kevin Garnett","garneke01","31:09:00",7,14,0.5,0,0,NA,0,0,NA,0,3,3,1,1,2,0,4,14,-7,NA,1,2012-11-21
"3366",3366,"201211210BOS","BOS","Jason Terry","terryja01","31:00:00",5,9,0.556,1,2,0.5,1,1,1,0,1,1,0,2,0,3,0,12,4,NA,1,2012-11-21
"3367",3367,"201211210BOS","BOS","Brandon Bass","bassbr01","28:54:00",7,10,0.7,0,0,NA,2,2,1,1,5,6,0,2,1,0,3,16,-5,NA,1,2012-11-21
"3368",3368,"201211210BOS","BOS","Jared Sullinger","sullija01","19:54",1,3,0.333,0,0,NA,0,0,NA,0,7,7,0,0,1,0,2,2,-14,NA,1,2012-11-21
"3369",3369,"201211210BOS","BOS","Courtney Lee","leeco01","16:20",2,3,0.667,0,0,NA,0,0,NA,0,1,1,0,0,0,4,1,4,-14,NA,1,2012-11-21
"3370",3370,"201211210BOS","BOS","Jeff Green","greenje02","15:53",2,7,0.286,1,2,0.5,0,1,0,0,0,0,1,0,0,0,0,5,-9,NA,1,2012-11-21
"3371",3371,"201211210BOS","BOS","Leandro Barbosa","barbole01","12:09",2,3,0.667,0,0,NA,0,0,NA,0,2,2,2,1,0,1,1,4,-15,NA,1,2012-11-21
"3372",3372,"201211210BOS","BOS","Chris Wilcox","wilcoch01","8:54",1,1,1,0,0,NA,0,0,NA,0,3,3,0,0,0,0,4,2,6,NA,1,2012-11-21
"3373",3373,"201211210CHA","TOR","DeMar DeRozan","derozde01","36:57:00",6,13,0.462,0,0,NA,2,3,0.667,1,2,3,2,0,1,5,3,14,3,NA,1,2012-11-21
"3374",3374,"201211210CHA","TOR","Kyle Lowry","lowryky01","35:47:00",6,15,0.4,4,7,0.571,5,7,0.714,0,3,3,8,2,3,3,4,21,3,NA,1,2012-11-21
"3375",3375,"201211210CHA","TOR","Jonas Valanciunas","valanjo01","34:54:00",8,11,0.727,0,0,NA,0,0,NA,2,8,10,2,0,1,1,6,16,8,NA,1,2012-11-21
"3376",3376,"201211210CHA","TOR","Andrea Bargnani","bargnan01","33:06:00",9,17,0.529,2,3,0.667,5,5,1,1,1,2,0,0,0,1,3,25,4,NA,1,2012-11-21
"3377",3377,"201211210CHA","TOR","Dominic McGuire","mcguido01","25:07:00",0,1,0,0,0,NA,0,2,0,3,5,8,5,0,1,0,2,0,-4,NA,1,2012-11-21
"3378",3378,"201211210CHA","TOR","Jose Calderon","caldejo01","23:57",2,8,0.25,2,6,0.333,1,1,1,1,2,3,4,1,1,2,1,7,4,NA,1,2012-11-21
"3379",3379,"201211210CHA","TOR","Terrence Ross","rosste01","14:57",5,9,0.556,1,4,0.25,0,0,NA,1,2,3,1,1,1,0,4,11,-7,NA,1,2012-11-21
"3380",3380,"201211210CHA","TOR","Linas Kleiza","kleizli01","12:18",0,3,0,0,3,0,0,0,NA,0,1,1,0,0,0,2,0,0,-7,NA,1,2012-11-21
"3381",3381,"201211210CHA","TOR","Ed Davis","davised01","12:03",1,2,0.5,0,0,NA,0,0,NA,0,2,2,0,1,0,0,2,2,-7,NA,1,2012-11-21
"3382",3382,"201211210CHA","TOR","Amir Johnson","johnsam01","10:54",0,1,0,0,0,NA,1,2,0.5,0,1,1,1,0,0,0,0,1,-2,NA,1,2012-11-21
"3383",3383,"201211210CHA","CHA","Kemba Walker","walkeke02","39:27:00",8,16,0.5,1,4,0.25,2,3,0.667,0,3,3,7,1,3,4,1,19,-5,NA,1,2012-11-21
"3384",3384,"201211210CHA","CHA","Michael Kidd-Gilchrist","kiddgmi01","30:50:00",4,7,0.571,0,0,NA,6,7,0.857,1,2,3,2,2,0,0,2,14,-2,NA,1,2012-11-21
"3385",3385,"201211210CHA","CHA","Jeff Taylor","tayloje03","29:59:00",4,8,0.5,1,2,0.5,2,2,1,3,3,6,0,2,1,0,5,11,-8,NA,1,2012-11-21
"3386",3386,"201211210CHA","CHA","Brendan Haywood","haywobr01","25:32:00",2,4,0.5,0,0,NA,2,2,1,0,3,3,0,0,1,1,1,6,-4,NA,1,2012-11-21
"3387",3387,"201211210CHA","CHA","Byron Mullens","mulleby01","25:17:00",4,14,0.286,0,5,0,2,4,0.5,1,7,8,1,0,0,1,3,10,-5,NA,1,2012-11-21
"3388",3388,"201211210CHA","CHA","Ramon Sessions","sessira01","33:05:00",5,19,0.263,0,3,0,4,4,1,0,4,4,6,1,0,2,1,14,9,NA,1,2012-11-21
"3389",3389,"201211210CHA","CHA","Bismack Biyombo","biyombi01","25:45:00",5,6,0.833,0,0,NA,1,2,0.5,4,4,8,1,1,2,2,4,11,11,NA,1,2012-11-21
"3390",3390,"201211210CHA","CHA","Ben Gordon","gordobe01","22:39",4,11,0.364,1,5,0.2,4,4,1,0,2,2,4,0,2,2,2,13,9,NA,1,2012-11-21
"3391",3391,"201211210CHA","CHA","Hakim Warrick","warriha01","7:27",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2,0,0,NA,1,2012-11-21
"3392",3392,"201211210CLE","PHI","Jrue Holiday","holidjr01","38:33:00",6,16,0.375,2,3,0.667,2,2,1,1,0,1,5,1,1,4,3,16,-9,NA,1,2012-11-21
"3393",3393,"201211210CLE","PHI","Thaddeus Young","youngth01","36:13:00",5,12,0.417,0,0,NA,1,2,0.5,3,8,11,2,2,1,1,2,11,0,NA,1,2012-11-21
"3394",3394,"201211210CLE","PHI","Evan Turner","turneev01","35:54:00",5,13,0.385,0,1,0,2,3,0.667,1,9,10,7,2,1,2,3,12,4,NA,1,2012-11-21
"3395",3395,"201211210CLE","PHI","Jason Richardson","richaja01","28:27:00",6,13,0.462,2,6,0.333,2,2,1,1,1,2,0,3,2,0,2,16,-15,NA,1,2012-11-21
"3396",3396,"201211210CLE","PHI","Kwame Brown","brownkw01","20:43",2,3,0.667,0,0,NA,1,2,0.5,1,2,3,1,1,1,0,2,5,-1,NA,1,2012-11-21
"3397",3397,"201211210CLE","PHI","Nick Young","youngni01","31:36:00",4,13,0.308,0,2,0,5,6,0.833,1,4,5,0,2,1,0,0,13,-2,NA,1,2012-11-21
"3398",3398,"201211210CLE","PHI","Spencer Hawes","hawessp01","18:41",2,5,0.4,0,1,0,0,1,0,3,2,5,2,1,2,0,0,4,-4,NA,1,2012-11-21
"3399",3399,"201211210CLE","PHI","Dorell Wright","wrighdo01","17:06",1,7,0.143,0,3,0,4,4,1,0,1,1,1,0,2,0,2,6,-7,NA,1,2012-11-21
"3400",3400,"201211210CLE","PHI","Royal Ivey","iveyro01","7:39",0,2,0,0,1,0,0,0,NA,0,1,1,0,0,0,0,0,0,-1,NA,1,2012-11-21
"3401",3401,"201211210CLE","PHI","Damien Wilkins","wilkida02","2:46",0,2,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-5,NA,1,2012-11-21
"3402",3402,"201211210CLE","PHI","Lavoy Allen","allenla01","2:20",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,2,0,-5,NA,1,2012-11-21
"3403",3403,"201211210CLE","CLE","Dion Waiters","waitedi01","38:56:00",7,22,0.318,2,5,0.4,0,0,NA,0,4,4,6,0,0,2,1,16,11,NA,1,2012-11-21
"3404",3404,"201211210CLE","CLE","Jeremy Pargo","pargoje01","38:52:00",11,19,0.579,4,8,0.5,2,4,0.5,0,5,5,4,1,0,3,3,28,2,NA,1,2012-11-21
"3405",3405,"201211210CLE","CLE","Alonzo Gee","geeal01","38:50:00",5,9,0.556,4,6,0.667,0,0,NA,1,5,6,2,1,3,2,3,14,7,NA,1,2012-11-21
"3406",3406,"201211210CLE","CLE","Anderson Varejao","varejan01","34:23:00",3,10,0.3,0,0,NA,4,5,0.8,7,12,19,2,1,0,4,1,10,10,NA,1,2012-11-21
"3407",3407,"201211210CLE","CLE","Tristan Thompson","thomptr01","24:53:00",1,7,0.143,0,0,NA,2,3,0.667,3,8,11,2,0,1,0,1,4,2,NA,1,2012-11-21
"3408",3408,"201211210CLE","CLE","C.J. Miles","milescj01","26:46:00",5,9,0.556,3,4,0.75,0,0,NA,1,2,3,0,0,1,3,1,13,8,NA,1,2012-11-21
"3409",3409,"201211210CLE","CLE","Tyler Zeller","zellety01","21:26",1,7,0.143,0,0,NA,0,0,NA,3,3,6,1,0,0,1,3,2,3,NA,1,2012-11-21
"3410",3410,"201211210CLE","CLE","Omri Casspi","casspom01","15:54",2,3,0.667,0,0,NA,1,2,0.5,0,1,1,0,0,1,1,1,5,2,NA,1,2012-11-21
"3411",3411,"201211210DAL","NYK","Carmelo Anthony","anthoca01","40:35:00",7,16,0.438,2,4,0.5,7,8,0.875,0,6,6,4,1,0,7,6,23,3,NA,1,2012-11-21
"3412",3412,"201211210DAL","NYK","Tyson Chandler","chandty01","39:26:00",8,9,0.889,0,0,NA,5,7,0.714,5,8,13,1,1,1,2,1,21,2,NA,1,2012-11-21
"3413",3413,"201211210DAL","NYK","Raymond Felton","feltora01","39:17:00",8,17,0.471,2,6,0.333,0,0,NA,0,2,2,11,0,0,4,3,18,0,NA,1,2012-11-21
"3414",3414,"201211210DAL","NYK","Jason Kidd","kiddja01","35:46:00",5,8,0.625,5,8,0.625,2,2,1,0,6,6,5,5,0,0,2,17,12,NA,1,2012-11-21
"3415",3415,"201211210DAL","NYK","Ronnie Brewer","brewero02","21:58",1,3,0.333,1,1,1,1,2,0.5,0,0,0,1,0,0,0,2,4,-2,NA,1,2012-11-21
"3416",3416,"201211210DAL","NYK","J.R. Smith","smithjr01","32:10:00",5,13,0.385,1,4,0.25,3,3,1,0,3,3,2,1,0,1,2,14,-19,NA,1,2012-11-21
"3417",3417,"201211210DAL","NYK","Rasheed Wallace","wallara01","17:34",4,9,0.444,3,7,0.429,0,0,NA,0,7,7,1,2,1,0,0,11,-2,NA,1,2012-11-21
"3418",3418,"201211210DAL","NYK","Steve Novak","novakst01","13:14",1,2,0.5,1,1,1,0,0,NA,0,0,0,0,0,0,0,1,3,-9,NA,1,2012-11-21
"3419",3419,"201211210DAL","DAL","O.J. Mayo","mayooj01","35:50:00",10,17,0.588,3,7,0.429,4,5,0.8,0,0,0,2,1,0,1,1,27,-2,NA,1,2012-11-21
"3420",3420,"201211210DAL","DAL","Shawn Marion","mariosh01","33:52:00",3,6,0.5,1,2,0.5,0,0,NA,3,4,7,3,2,0,3,1,7,3,NA,1,2012-11-21
"3421",3421,"201211210DAL","DAL","Darren Collison","collida01","33:30:00",7,11,0.636,1,2,0.5,4,4,1,0,2,2,7,1,0,3,0,19,-4,NA,1,2012-11-21
"3422",3422,"201211210DAL","DAL","Chris Kaman","kamanch01","27:31:00",5,10,0.5,0,0,NA,0,1,0,1,4,5,1,0,1,3,4,10,-14,NA,1,2012-11-21
"3423",3423,"201211210DAL","DAL","Troy Murphy","murphtr01","17:46",0,3,0,0,3,0,2,2,1,0,5,5,0,0,0,0,0,2,-10,NA,1,2012-11-21
"3424",3424,"201211210DAL","DAL","Vince Carter","cartevi01","22:50",9,17,0.529,5,10,0.5,2,3,0.667,0,2,2,0,1,0,0,4,25,1,NA,1,2012-11-21
"3425",3425,"201211210DAL","DAL","Jae Crowder","crowdja01","20:52",4,6,0.667,3,5,0.6,1,2,0.5,0,4,4,1,1,0,1,1,12,14,NA,1,2012-11-21
"3426",3426,"201211210DAL","DAL","Elton Brand","brandel01","20:21",1,3,0.333,0,0,NA,2,2,1,3,5,8,3,2,0,1,5,4,14,NA,1,2012-11-21
"3427",3427,"201211210DAL","DAL","Dominique Jones","jonesdo02","14:30",2,9,0.222,0,0,NA,0,0,NA,4,2,6,5,0,0,1,1,4,7,NA,1,2012-11-21
"3428",3428,"201211210DAL","DAL","Dahntay Jones","jonesda02","12:58",1,3,0.333,0,0,NA,2,2,1,0,3,3,0,0,0,0,1,4,6,NA,1,2012-11-21
"3429",3429,"201211210GSW","BRK","Joe Johnson","johnsjo02","38:08:00",5,13,0.385,3,5,0.6,0,0,NA,0,1,1,6,0,1,2,3,13,-7,NA,1,2012-11-21
"3430",3430,"201211210GSW","BRK","Deron Williams","willide01","34:40:00",4,12,0.333,0,5,0,1,1,1,1,2,3,8,0,0,2,2,9,2,NA,1,2012-11-21
"3431",3431,"201211210GSW","BRK","Brook Lopez","lopezbr01","27:53:00",10,16,0.625,0,0,NA,2,3,0.667,1,2,3,0,1,3,0,2,22,-7,NA,1,2012-11-21
"3432",3432,"201211210GSW","BRK","Kris Humphries","humphkr01","27:12:00",5,6,0.833,0,0,NA,0,0,NA,1,5,6,1,0,1,0,1,10,-6,NA,1,2012-11-21
"3433",3433,"201211210GSW","BRK","Keith Bogans","boganke01","21:46",2,3,0.667,2,3,0.667,0,0,NA,1,2,3,0,0,0,0,1,6,-7,NA,1,2012-11-21
"3434",3434,"201211210GSW","BRK","C.J. Watson","watsocj01","19:56",0,5,0,0,4,0,2,2,1,0,1,1,3,1,0,0,1,2,-8,NA,1,2012-11-21
"3435",3435,"201211210GSW","BRK","Andray Blatche","blatcan01","19:15",4,10,0.4,0,1,0,3,3,1,3,4,7,4,2,0,2,2,11,-4,NA,1,2012-11-21
"3436",3436,"201211210GSW","BRK","Josh Childress","childjo01","18:29",3,5,0.6,1,2,0.5,1,2,0.5,2,2,4,2,1,1,0,1,8,-8,NA,1,2012-11-21
"3437",3437,"201211210GSW","BRK","Reggie Evans","evansre01","13:51",0,1,0,0,0,NA,1,2,0.5,3,2,5,1,0,0,1,1,1,-6,NA,1,2012-11-21
"3438",3438,"201211210GSW","BRK","MarShon Brooks","brookma01","10:24",4,8,0.5,0,1,0,1,2,0.5,2,0,2,0,2,0,1,2,9,-1,NA,1,2012-11-21
"3439",3439,"201211210GSW","BRK","Mirza Teletovic","teletmi01","6:42",1,3,0.333,0,2,0,0,0,NA,0,0,0,1,0,0,0,0,2,3,NA,1,2012-11-21
"3440",3440,"201211210GSW","BRK","Tornike Shengelia","shengto01","0:53",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,2,NA,1,2012-11-21
"3441",3441,"201211210GSW","BRK","Tyshawn Taylor","tayloty01","0:53",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,2,NA,1,2012-11-21
"3442",3442,"201211210GSW","GSW","David Lee","leeda02","42:45:00",10,15,0.667,0,0,NA,0,0,NA,4,9,13,6,0,0,4,1,20,16,NA,1,2012-11-21
"3443",3443,"201211210GSW","GSW","Stephen Curry","curryst01","41:35:00",7,13,0.538,2,4,0.5,9,10,0.9,0,6,6,4,0,0,2,2,25,9,NA,1,2012-11-21
"3444",3444,"201211210GSW","GSW","Klay Thompson","thompkl01","37:56:00",10,19,0.526,3,6,0.5,0,0,NA,0,1,1,3,0,0,2,3,23,9,NA,1,2012-11-21
"3445",3445,"201211210GSW","GSW","Harrison Barnes","barneha02","28:11:00",3,7,0.429,1,2,0.5,2,3,0.667,0,5,5,1,0,0,1,2,9,5,NA,1,2012-11-21
"3446",3446,"201211210GSW","GSW","Festus Ezeli","ezelife01","16:09",3,7,0.429,0,0,NA,0,0,NA,5,0,5,0,0,1,2,1,6,-5,NA,1,2012-11-21
"3447",3447,"201211210GSW","GSW","Carl Landry","landrca01","27:57:00",5,7,0.714,0,0,NA,1,2,0.5,2,3,5,1,0,0,1,2,11,12,NA,1,2012-11-21
"3448",3448,"201211210GSW","GSW","Jarrett Jack","jackja01","24:07:00",1,5,0.2,0,1,0,3,4,0.75,0,3,3,9,2,0,3,4,5,3,NA,1,2012-11-21
"3449",3449,"201211210GSW","GSW","Draymond Green","greendr01","14:02",1,2,0.5,1,2,0.5,0,0,NA,0,4,4,0,1,0,0,1,3,1,NA,1,2012-11-21
"3450",3450,"201211210GSW","GSW","Andris Biedrins","biedran01","6:08",0,0,NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,1,0,-3,NA,1,2012-11-21
"3451",3451,"201211210GSW","GSW","Charles Jenkins","jenkich01","1:10",0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,-2,NA,1,2012-11-21
"3452",3452,"201211210HOU","CHI","Luol Deng","denglu01","42:24:00",7,20,0.35,1,4,0.25,4,4,1,3,7,10,2,3,0,3,0,19,-16,NA,1,2012-11-21
"3453",3453,"201211210HOU","CHI","Joakim Noah","noahjo01","40:04:00",5,9,0.556,0,0,NA,1,4,0.25,4,3,7,4,2,4,2,4,11,-6,NA,1,2012-11-21
"3454",3454,"201211210HOU","CHI","Carlos Boozer","boozeca01","25:25:00",6,14,0.429,0,0,NA,1,2,0.5,3,12,15,0,1,1,1,3,13,-5,NA,1,2012-11-21
"3455",3455,"201211210HOU","CHI","Kirk Hinrich","hinriki01","22:43",2,5,0.4,0,1,0,0,2,0,0,0,0,6,0,0,4,4,4,-6,NA,1,2012-11-21
"3456",3456,"201211210HOU","CHI","Richard Hamilton","hamilri01","17:28",2,10,0.2,0,2,0,0,0,NA,0,1,1,1,2,0,0,2,4,-7,NA,1,2012-11-21
"3457",3457,"201211210HOU","CHI","Taj Gibson","gibsota01","30:31:00",4,7,0.571,0,0,NA,1,2,0.5,2,4,6,1,2,0,2,2,9,3,NA,1,2012-11-21
"3458",3458,"201211210HOU","CHI","Jimmy Butler","butleji01","30:15:00",3,7,0.429,0,2,0,2,3,0.667,1,3,4,1,1,1,0,2,8,3,NA,1,2012-11-21
"3459",3459,"201211210HOU","CHI","Nate Robinson","robinna01","25:34:00",9,22,0.409,1,7,0.143,2,2,1,3,2,5,5,0,0,2,5,21,2,NA,1,2012-11-21
"3460",3460,"201211210HOU","CHI","Marco Belinelli","belinma01","5:36",0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,1,0,0,0,12,NA,1,2012-11-21
"3461",3461,"201211210HOU","HOU","James Harden","hardeja01","42:25:00",8,14,0.571,3,7,0.429,9,13,0.692,1,3,4,3,5,0,6,3,28,6,NA,1,2012-11-21
"3462",3462,"201211210HOU","HOU","Chandler Parsons","parsoch01","39:44:00",7,13,0.538,2,3,0.667,2,3,0.667,1,12,13,2,0,1,3,3,18,9,NA,1,2012-11-21
"3463",3463,"201211210HOU","HOU","Omer Asik","asikom01","39:44:00",2,8,0.25,0,0,NA,0,2,0,1,5,6,2,1,3,4,2,4,4,NA,1,2012-11-21
"3464",3464,"201211210HOU","HOU","Patrick Patterson","pattepa01","37:43:00",8,16,0.5,1,3,0.333,3,5,0.6,1,7,8,1,1,1,2,1,20,7,NA,1,2012-11-21
"3465",3465,"201211210HOU","HOU","Jeremy Lin","linje01","26:07:00",2,9,0.222,0,2,0,0,0,NA,1,3,4,3,1,0,5,2,4,-3,NA,1,2012-11-21
"3466",3466,"201211210HOU","HOU","Toney Douglas","douglto01","21:53",1,4,0.25,1,3,0.333,8,8,1,2,1,3,2,0,0,2,2,11,7,NA,1,2012-11-21
"3467",3467,"201211210HOU","HOU","Greg Smith","smithgr02","18:19",4,7,0.571,0,0,NA,0,0,NA,3,1,4,1,0,0,1,2,8,-4,NA,1,2012-11-21
"3468",3468,"201211210HOU","HOU","Marcus Morris","morrima03","14:05",0,3,0,0,1,0,0,0,NA,0,3,3,1,0,1,0,3,0,-6,NA,1,2012-11-21
"3469",3469,"201211210IND","NOH","Al-Farouq Aminu","aminual01","45:55:00",6,9,0.667,0,1,0,2,3,0.667,3,7,10,2,1,0,3,2,14,-5,NA,1,2012-11-21
"3470",3470,"201211210IND","NOH","Greivis Vasquez","vasqugr01","41:26:00",7,15,0.467,0,2,0,0,0,NA,1,4,5,8,0,0,3,4,14,-11,NA,1,2012-11-21
"3471",3471,"201211210IND","NOH","Ryan Anderson","anderry01","41:06:00",6,11,0.545,5,5,1,0,0,NA,1,6,7,2,0,2,0,6,17,-4,NA,1,2012-11-21
"3472",3472,"201211210IND","NOH","Robin Lopez","lopezro01","33:27:00",3,17,0.176,0,0,NA,15,17,0.882,7,6,13,1,2,4,2,3,21,-17,NA,1,2012-11-21
"3473",3473,"201211210IND","NOH","Austin Rivers","riverau01","32:04:00",3,9,0.333,0,0,NA,0,0,NA,0,4,4,4,0,0,1,1,6,-7,NA,1,2012-11-21
"3474",3474,"201211210IND","NOH","Jason Smith","smithja02","26:16:00",8,21,0.381,0,0,NA,2,2,1,4,3,7,0,0,1,0,5,18,5,NA,1,2012-11-21
"3475",3475,"201211210IND","NOH","Roger Mason","masonro01","18:36",2,3,0.667,1,2,0.5,1,1,1,0,0,0,0,0,0,0,0,6,-3,NA,1,2012-11-21
"3476",3476,"201211210IND","NOH","Brian Roberts","roberbr01","13:54",3,6,0.5,0,0,NA,0,0,NA,0,1,1,0,0,0,0,1,6,5,NA,1,2012-11-21
"3477",3477,"201211210IND","NOH","Darius Miller","milleda01","7:05",0,0,NA,0,0,NA,0,0,NA,0,1,1,0,0,0,0,2,0,-3,NA,1,2012-11-21
"3478",3478,"201211210IND","NOH","Lance Thomas","thomala01","5:11",1,1,1,0,0,NA,3,4,0.75,0,0,0,0,0,0,0,2,5,0,NA,1,2012-11-21
"3479",3479,"201211210IND","IND","David West","westda01","41:32:00",8,16,0.5,0,0,NA,0,0,NA,2,5,7,5,1,2,3,2,16,16,NA,1,2012-11-21
"3480",3480,"201211210IND","IND","George Hill","hillge01","37:09:00",5,12,0.417,3,4,0.75,3,4,0.75,1,5,6,7,1,1,0,1,16,3,NA,1,2012-11-21
"3481",3481,"201211210IND","IND","Lance Stephenson","stephla01","36:30:00",5,9,0.556,2,3,0.667,0,0,NA,1,4,5,5,0,0,2,3,12,16,NA,1,2012-11-21
"3482",3482,"201211210IND","IND","Roy Hibbert","hibbero01","36:27:00",3,12,0.25,0,0,NA,4,6,0.667,5,6,11,1,2,11,0,6,10,4,NA,1,2012-11-21
"3483",3483,"201211210IND","IND","Paul George","georgpa01","34:06:00",13,21,0.619,9,13,0.692,2,3,0.667,1,3,4,4,1,0,0,4,37,8,NA,1,2012-11-21
"3484",3484,"201211210IND","IND","D.J. Augustin","augusdj01","18:14",1,2,0.5,0,1,0,1,2,0.5,1,0,1,3,1,0,1,1,3,5,NA,1,2012-11-21
"3485",3485,"201211210IND","IND","Gerald Green","greenge01","17:29",2,5,0.4,1,3,0.333,0,0,NA,0,3,3,0,0,0,0,1,5,2,NA,1,2012-11-21
"3486",3486,"201211210IND","IND","Tyler Hansbrough","hansbty01","16:43",1,5,0.2,0,0,NA,9,10,0.9,1,2,3,0,0,0,0,1,11,1,NA,1,2012-11-21
"3487",3487,"201211210IND","IND","Sam Young","youngsa01","15:32",1,7,0.143,0,3,0,1,1,1,3,2,5,1,0,0,2,3,3,-10,NA,1,2012-11-21
"3488",3488,"201211210IND","IND","Ian Mahinmi","mahinia01","11:17",1,3,0.333,0,0,NA,0,2,0,2,2,4,0,0,2,0,2,2,-5,NA,1,2012-11-21
"3489",3489,"201211210MIA","MIL","Brandon Jennings","jennibr01","49:15:00",9,25,0.36,1,8,0.125,0,0,NA,1,6,7,6,5,0,0,3,19,-3,NA,1,2012-11-21
"3490",3490,"201211210MIA","MIL","Monta Ellis","ellismo01","39:26:00",4,16,0.25,1,5,0.2,0,0,NA,0,1,1,4,1,1,5,2,9,-10,NA,1,2012-11-21
"3491",3491,"201211210MIA","MIL","Tobias Harris","harrito02","24:25:00",4,8,0.5,1,4,0.25,2,2,1,0,6,6,1,1,0,0,1,11,8,NA,1,2012-11-21
"3492",3492,"201211210MIA","MIL","Samuel Dalembert","dalemsa01","19:52",4,7,0.571,1,1,1,1,1,1,2,3,5,2,0,0,0,0,10,11,NA,1,2012-11-21
"3493",3493,"201211210MIA","MIL","Ersan Ilyasova","ilyaser01","16:43",2,7,0.286,0,1,0,0,0,NA,1,0,1,0,1,0,0,1,4,-6,NA,1,2012-11-21
"3494",3494,"201211210MIA","MIL","Mike Dunleavy","dunlemi02","28:34:00",7,16,0.438,1,7,0.143,1,1,1,3,1,4,0,0,0,1,3,16,-15,NA,1,2012-11-21
"3495",3495,"201211210MIA","MIL","John Henson","hensojo01","27:03:00",7,12,0.583,0,0,NA,3,4,0.75,8,10,18,0,0,0,2,4,17,-14,NA,1,2012-11-21
